"source_id","attribute","value"
3211922645854328832,"pmra",-88.481373573893
3211922645854328832,"pmdec",-70.4968741027923
641662895638787584,"ra",146.462582586829
641662895638787584,"dec",23.7742057827888
641662895638787584,"parallax",14.3394428739373
641662895638787584,"phot_g_mean_mag",2.7839565
641662895638787584,"phot_bp_mean_mag",3.478155
641662895638787584,"phot_rp_mean_mag",2.4172122
641662895638787584,"pmra",-46.1539980153337
641662895638787584,"pmdec",-10.7987591737702
5826168461855385600,"ra",238.78380647409
5826168461855385600,"dec",-63.43251144584
5826168461855385600,"parallax",80.4854119343634
5826168461855385600,"phot_g_mean_mag",2.784391
5826168461855385600,"phot_bp_mean_mag",3.1869626
5826168461855385600,"phot_rp_mean_mag",2.5581625
5826168461855385600,"pmra",-187.36581928503
5826168461855385600,"pmdec",-401.191100024078
4082115215112774144,"ra",287.440967928891
4082115215112774144,"dec",-21.023778725697
4082115215112774144,"parallax",6.24100125815132
4082115215112774144,"phot_g_mean_mag",2.803014
4082115215112774144,"phot_bp_mean_mag",3.206772
4082115215112774144,"phot_rp_mean_mag",2.509724
4082115215112774144,"pmra",-1.3525284261883
4082115215112774144,"pmdec",-36.816792173281
2887731882922767872,"ra",87.7402661192939
2887731882922767872,"dec",-35.7665113974532
2887731882922767872,"parallax",36.9038151709665
2887731882922767872,"phot_g_mean_mag",2.8041787
2887731882922767872,"phot_bp_mean_mag",3.675863
2887731882922767872,"phot_rp_mean_mag",2.3761399
2887731882922767872,"pmra",54.4521503039903
2887731882922767872,"pmdec",404.600428243002
2255173119658513408,"ra",288.139861911459
2255173119658513408,"dec",67.6619492120277
2255173119658513408,"parallax",33.3499452676381
2255173119658513408,"phot_g_mean_mag",2.8079169
2255173119658513408,"phot_bp_mean_mag",3.6039166
2255173119658513408,"phot_rp_mean_mag",2.3575332
2255173119658513408,"pmra",94.598533393009
2255173119658513408,"pmdec",92.3740242996689
168726523212358272,"ra",58.5330440466246
168726523212358272,"dec",31.8835946139129
168726523212358272,"parallax",3.85555061753286
168726523212358272,"phot_g_mean_mag",2.8219895
168726523212358272,"phot_bp_mean_mag",3.0236056
168726523212358272,"phot_rp_mean_mag",2.6726608
168726523212358272,"pmra",7.27424808859301
168726523212358272,"pmdec",-9.14135670813523
6838311796136239104,"ra",326.761392461419
6838311796136239104,"dec",-16.1286071881339
6838311796136239104,"parallax",85.9405598509304
6838311796136239104,"phot_g_mean_mag",2.836813
6838311796136239104,"phot_bp_mean_mag",3.2903588
6838311796136239104,"phot_rp_mean_mag",2.6031075
6838311796136239104,"pmra",259.707439166145
6838311796136239104,"pmdec",-296.721279993455
1824534959611831808,"ra",296.84697410022
1824534959611831808,"dec",18.5343149854421
1824534959611831808,"parallax",5.96738082582962
1824534959611831808,"phot_g_mean_mag",2.8368227
1824534959611831808,"phot_bp_mean_mag",4.136857
1824534959611831808,"phot_rp_mean_mag",2.2010698
1824534959611831808,"pmra",7.27698303077231
1824534959611831808,"pmdec",0.318208393934087
6875990375999580160,"ra",305.252980354509
6875990375999580160,"dec",-14.7814060011568
6875990375999580160,"parallax",8.39657500630805
6875990375999580160,"phot_g_mean_mag",2.8368742
6875990375999580160,"phot_bp_mean_mag",3.4970086
6875990375999580160,"phot_rp_mean_mag",2.418401
6875990375999580160,"pmra",44.133447193153
6875990375999580160,"pmdec",0.360227948240257
205499655242974464,"ra",75.4922319753793
205499655242974464,"dec",43.8232966883712
205499655242974464,"parallax",0.987881831994634
205499655242974464,"phot_g_mean_mag",2.847648
205499655242974464,"phot_bp_mean_mag",3.4227417
205499655242974464,"phot_rp_mean_mag",2.4622104
205499655242974464,"pmra",0.882965165317385
205499655242974464,"pmdec",-3.06482445317715
6674382927491854336,"ra",309.392134388933
6674382927491854336,"dec",-47.2912080024033
6674382927491854336,"parallax",32.8988544749491
6674382927491854336,"phot_g_mean_mag",2.8521497
6674382927491854336,"phot_bp_mean_mag",3.6026647
6674382927491854336,"phot_rp_mean_mag",2.3804884
6674382927491854336,"pmra",50.9216284783626
6674382927491854336,"pmdec",66.0256494244129
2769202742740233216,"ra",3.3089703843753
2769202742740233216,"dec",15.1835507414463
2769202742740233216,"parallax",6.94742202743469
